Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2019 [YR2019]
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,St. Lucia,LCA,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,St. Martin (French part),MAF,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,St. Vincent and the Grenadines,VCT,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Sudan,SDN,463.361659242171,435.397595484311
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Suriname,SUR,1577.31172890225,1730.83708121822
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Eswatini,SWZ,1046.30784939115,1023.13885273742
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Sweden,SWE,4573.58907986933,4781.87568337501
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Switzerland,CHE,2927.96015319396,2857.15819180217
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Syrian Arab Republic,SYR,560.58265085038,553.834989219194
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Tajikistan,TJK,318.698277378179,370.778875737531
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Tanzania,TZA,419.719594250318,414.545616952925
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Thailand,THA,1932.67390968815,1989.81234226863
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Timor-Leste,TLS,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Togo,TGO,400.729144636073,414.030094273623
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Tonga,TON,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Trinidad and Tobago,TTO,14043.9759832685,12540.3004394116
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Tunisia,TUN,952.983955126789,950.614263724593
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Turkiye,TUR,1646.83631130339,1774.19625722275
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Turkmenistan,TKM,3722.78312991377,3465.56523671972
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Turks and Caicos Islands,TCA,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Tuvalu,TUV,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Uganda,UGA,470.560471935976,455.421313903164
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Ukraine,UKR,2027.641681734,1987.62473314258
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,United Arab Emirates,ARE,10146.376786057,8816.50943614681
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,United Kingdom,GBR,2774.79682774608,2515.97344619501
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,United States,USA,6789.64733291075,6700.93033990565
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Uruguay,URY,1491.04897158511,1540.78251179675
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Uzbekistan,UZB,1165.60752398201,1285.18444128817
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Vanuatu,VUT,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,"Venezuela, RB",VEN,2090.86986204943,1396.90783852331
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Viet Nam,VNM,679.445923972947,987.27147244039
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Virgin Islands (U.S.),VIR,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,West Bank and Gaza,PSE,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,"Yemen, Rep.",YEM,119.994093431265,92.6774709704908
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Zambia,ZMB,686.58901801905,741.616894830948
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Zimbabwe,ZWE,453.579542968744,412.165419523265
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Afghanistan,AFG,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Albania,ALB,2098.09897098035,2297.67384172958
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Algeria,DZA,1438.57265286655,1651.17795668766
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,American Samoa,ASM,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Andorra,AND,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Angola,AGO,306.167406982606,410.864566288621
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Antigua and Barbuda,ATG,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Argentina,ARG,3140.46420669387,2876.71852724712
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Armenia,ARM,1909.40557811356,2084.05063291139
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Aruba,ABW,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Australia,AUS,10157.1653840203,10025.7250631996
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Austria,AUT,8318.46625689498,8339.93999945946
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Azerbaijan,AZE,2244.92014532391,2243.85125599507
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Bahamas, The",BHS,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bahrain,BHR,20288.6620808832,21808.1679197927
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bangladesh,BGD,348.932681283763,515.10173042395
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Barbados,BRB,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belarus,BLR,3571.26398730969,3759.65072563435
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belgium,BEL,7699.8838764201,7673.26603406047
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belize,BLZ,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Benin,BEN,96.9132044108975,98.6897288428983
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bermuda,BMU,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bhutan,BTN,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bolivia,BOL,746.093517711096,802.304027987764
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bosnia and Herzegovina,BIH,3438.92539549774,3735.12979845065
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Botswana,BWA,1773.72481757821,1550.54515641167
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Brazil,BRA,2628.0976910972,2661.18328561313
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,British Virgin Islands,VGB,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Brunei Darussalam,BRN,9310.48856972327,10018.5235384476
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bulgaria,BGR,4992.2503928496,5395.41761287984
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Burkina Faso,BFA,112.794646056738,122.555380338625
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Burundi,BDI,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cabo Verde,CPV,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cambodia,KHM,343.398438647628,650.494645326608
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cameroon,CMR,278.517097655035,261.623741305755
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Canada,CAN,15839.6289453502,15204.0638521025
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cayman Islands,CYM,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Central African Republic,CAF,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Chad,TCD,13.2444715766472,14.3240518871099
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Channel Islands,CHI,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Chile,CHL,3973.20977136881,4218.62068793083
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,China,CHN,4017.07781948893,5082.38779040238
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Colombia,COL,1512.94636527106,1531.81900651769
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Comoros,COM,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Congo, Dem. Rep.",COD,111.691746673444,125.780761131651
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Congo, Rep.",COG,297.395960946967,358.041904255927
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Costa Rica,CRI,1981.09686972166,2090.18686270553
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cote d'Ivoire,CIV,242.371746370227,278.827988881925
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Croatia,HRV,3947.75665536614,4363.71186436386
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cuba,CUB,1521.32160657167,1542.01887627483
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Curacao,CUW,4949.99367008482,4973.29158224351
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cyprus,CYP,3541.60960785632,3853.35489802755
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Czechia,CZE,6382.47899049304,6525.47304268137
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Denmark,DNK,5821.60622280387,5755.1722252014
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Djibouti,DJI,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Dominica,DMA,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Dominican Republic,DOM,1497.38917619062,1693.58611857875
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ecuador,ECU,1418.39916760035,1510.09044337374
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Egypt, Arab Rep.",EGY,1566.91932601976,1509.96960963248
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,El Salvador,SLV,1019.13489645965,1057.80514592793
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Equatorial Guinea,GNQ,793.026865934441,751.417364746371
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Eritrea,ERI,77.6031010327975,97.5250247361732
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Estonia,EST,6481.64408430242,6987.72626079774
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ethiopia,ETH,73.8443396941679,92.3124380650632
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Faroe Islands,FRO,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Fiji,FJI,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Finland,FIN,15056.2155775741,15508.1691812129
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,France,FRA,7208.30136656291,7059.07466974036
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,French Polynesia,PYF,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Gabon,GAB,965.218332876855,1014.68179737585
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Gambia, The",GMB,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Georgia,GEO,2727.58313746418,3311.95343427341
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Germany,DEU,7032.02144106578,6580.29256436905
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ghana,GHA,306.209199113969,469.785528590296
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Gibraltar,GIB,6537.5229717109,6001.01425593058
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Greece,GRC,5229.42536205225,5118.46106292896
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Greenland,GRL,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Grenada,GRD,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guam,GUM,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guatemala,GTM,615.837607705058,653.188065835417
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guinea,GIN,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guinea-Bissau,GNB,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guyana,GUY,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Haiti,HTI,84.0045301628529,81.4936259827974
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Honduras,HND,687.105167578639,776.979600916486
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Hong Kong SAR, China",HKG,6406.40215050814,6338.12384288549
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Hungary,HUN,4118.39242765307,4495.49161490709
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Iceland,ISL,55085.1684476218,52576.1101388662
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,India,IND,841.085387869102,988.272169542114
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Indonesia,IDN,857.649519078643,1107.15140125038
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Iran, Islamic Rep.",IRN,2861.302656876,3299.83413984305
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Iraq,IRQ,987.738859417205,1104.84586986202
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ireland,IRL,5761.00547070082,5926.10484248228
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Isle of Man,IMN,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Israel,ISR,6748.96480948915,6986.08349900596
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Italy,ITA,5141.22581411583,5260.0173104957
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Jamaica,JAM,1077.2393840717,1179.12874817897
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Japan,JPN,8007.09448564979,7853.03988691731
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Jordan,JOR,1820.16692144952,1725.46739842077
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kazakhstan,KAZ,4794.91205816535,5034.26549964328
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kenya,KEN,172.165083273152,175.810605144907
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kiribati,KIR,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Korea, Dem. People's Rep.",PRK,626.423489805614,771.114669721117
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Korea, Rep.",KOR,10429.080716285,10943.203861495
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kosovo,XKX,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kuwait,KWT,16233.0939499407,15390.6205681901
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kyrgyz Republic,KGZ,1805.78393903613,1911.92664392688
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lao PDR,LAO,623.08456263154,935.388295294209
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Latvia,LVA,3491.22919687064,3725.00681881596
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lebanon,LBN,2631.91681566957,3358.30258340791
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lesotho,LSO,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Liberia,LBR,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Libya,LBY,4651.6904402893,4088.60093168886
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Liechtenstein,LIE,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lithuania,LTU,3898.17076584903,4421.41817637222
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Luxembourg,LUX,14410.0111656519,12309.6575650684
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Macao SAR, China",MAC,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,North Macedonia,MKD,3724.58076896932,3580.52340238197
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Madagascar,MDG,79.1294128511043,82.6377341045149
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Malawi,MWI,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Malaysia,MYS,4475.39154192974,4916.00089902704
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Maldives,MDV,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mali,MLI,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Malta,MLT,4905.22713970555,5036.59369096191
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Marshall Islands,MHL,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mauritania,MRT,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mauritius,MUS,2232.99302625192,2412.35085723764
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mexico,MEX,2225.42222000793,2392.19041418722
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Micronesia, Fed. Sts.",FSM,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Moldova,MDA,1945.00803602849,2166.48449980182
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Monaco,MCO,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mongolia,MNG,2017.26935864974,2358.86516184453
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Montenegro,MNE,4706.62818117637,5094.51091578341
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Morocco,MAR,886.308517080127,940.186570352384
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mozambique,MOZ,477.143446489193,459.035790603653
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Myanmar,MMR,262.26751968171,265.915851101789
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Namibia,NAM,1611.42231394516,1566.87772166245
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nauru,NRU,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nepal,NPL,140.851504309521,231.188329835535
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Netherlands,NLD,6711.77785164667,6757.32784222013
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,New Caledonia,NCL,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,New Zealand,NZL,9066.90675575997,8464.41195372751
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nicaragua,NIC,570.785815956212,604.597066131043
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Niger,NER,55.3674922006562,61.6182226437207
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nigeria,NGA,200.674585058631,138.391346832216
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Northern Mariana Islands,MNP,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Norway,NOR,23596.3140010411,23926.0449343069
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Oman,OMN,7071.1451541795,7686.15718495283
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Pakistan,PAK,435.140207884378,481.176635278184
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Palau,PLW,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Panama,PAN,2218.91978227465,2384.82064845207
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Papua New Guinea,PNG,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Paraguay,PRY,1790.35810896489,2030.5268195617
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Peru,PER,1407.69463122505,1561.29701768941
